YTD Total Jan-Nov 2012,ISSN,ID,TITLE
2511,1440-2440,19478,Journal of Science and Medicine in Sport
2507,0306-9877,4841,Medical Hypotheses
2506,1365-313X,5610,"Plant Journal, The"
2496,0169-5347,6689,Trends in Ecology & Evolution
2489,0022-0965,3767,Journal of Experimental Child Psychology
2484,1381-1169,4037,Journal of Molecular Catalysis A: Chemical (formerly part of Journal of Molecular Catalysis)
2482,0378-4274,6643,Toxicology Letters
2479,0308-597X,4743,Marine Policy
2469,1048-9843,4583,"Leadership Quarterly, The"
2466,1054-139X,3395,Journal of Adolescent Health (formerly known as Journal of Adolescent Health Care)
2462,0166-4328,771,Behavioural Brain Research
2462,0888-3270,4814,Mechanical Systems and Signal Processing
2462,0025-3162,4731,Marine Biology
2460,0266-4356,955,British Journal of Oral and Maxillofacial Surgery (formerly known as British Journal of Oral Surgery)
2456,0191-8141,4352,Journal of Structural Geology
2452,0166-218X,1786,Discrete Applied Mathematics
2446,0003-6846,508,Applied Economics
2446,1099-1573,5588,Phytotherapy Research
2442,0926-5805,746,Automation in Construction
2441,0883-2927,514,Applied Geochemistry
2432,0955-2219,4398,Journal of the European Ceramic Society (formerly known as International Journal of High Technology Ceramics)
2430,1475-2662,18228,British Journal of Nutrition
2422,0031-9384,5583,Physiology & Behavior
2419,0140-1971,3393,Journal of Adolescence
2407,0022-0981,3769,Journal of Experimental Marine Biology and Ecology
2407,0378-3758,4342,Journal of Statistical Planning and Inference
2406,0738-3991,5439,Patient Education and Counseling (formerly Patient Counselling and Health Education)
2400,0039-7911,11850,Synthetic Communications
2398,0009-5893,10709,Chromatographia
2397,0016-5085,18764,Gastroenterology
2395,0007-6813,1009,Business Horizons
2393,0309-1708,175,Advances in Water Resources
2390,1366-5545,6680,Transportation Research Part E: Logistics and Transportation Review
2387,1467-8535,945,British Journal of Educational Technology
2386,0167-6687,2918,Insurance: Mathematics and Economics
2380,0146-6453,442,Annals of the ICRP
2380,1365-2621,3072,International Journal of Food Science & Technology
2375,0009-9120,1261,Clinical Biochemistry
2373,1460-2385,5104,Nephrology Dialysis Transplantation
2371,0020-7225,3060,International Journal of Engineering Science
2371,0167-7012,4022,Journal of Microbiological Methods
2367,1369-703X,794,"Biochemical Engineering Journal (formerly part of Chemical Engineering Journal and the Biochemical Engineering Journal, The)"
2366,0148-396X,5154,Neurosurgery
2365,0964-5691,5297,Ocean & Coastal Management (formerly known as Ocean and Shoreline Management)
2363,0093-9994,10097,IEEE Transactions on Industry Applications
2359,0261-5606,3920,Journal of International Money and Finance
2350,0743-7315,4130,Journal of Parallel and Distributed Computing
2348,0300-9572,5997,Resuscitation
2348,1939-1315,10274,Journal of Personality & Social Psychology
2343,1528-1167,2074,Epilepsia
2339,0022-5193,4431,Journal of Theoretical Biology
2337,0029-8018,5300,Ocean Engineering
2333,0098-8472,2040,Environmental and Experimental Botany (formerly known as Radiation Botany)
2323,0969-5931,2955,International Business Review (formerly known as Scandinavian International Business Review)
2323,0264-8377,4541,Land Use Policy
2322,1388-2457,1279,Clinical Neurophysiology (formerly known as Electroencephalography and Clinical Neurophysiology)
2320,0927-6505,698,Astroparticle Physics
2320,0947-8396,532,Applied Physics A: Materials Science & Processing (split to produce Applied Physics B: Lasers and Optics)
2312,1086-3265,13362,Journal of Modern Greek Studies
2305,0167-7152,6392,Statistics & Probability Letters
2298,0022-5096,4412,Journal of the Mechanics and Physics of Solids
2296,0016-7061,2488,Geoderma
2296,0886-3350,3534,Journal of Cataract & Refractive Surgery
2292,0014-2921,2114,European Economic Review
2290,0301-2115,2171,European Journal of Obstetrics & Gynecology and Reproductive Biology (formerly European Journal of Obstetrics & Gynecology)
2287,0024-6301,4669,Long Range Planning
2287,0040-1625,6542,Technological Forecasting and Social Change (formerly known as Technological Forecasting)
2286,1568-9972,742,Autoimmunity Reviews
2286,0090-3752,5251,Nuclear Data Sheets (incorporating Nuclear Data Sheets. Section A and Nuclear Data Sheets. Section B)
2285,0032-079X,5601,Plant and Soil
2281,0268-4012,3105,International Journal of Information Management (formerly known as Social Science Information Studies)
2279,1547-5271,9209,Heart Rhythm
2279,1368-8375,5352,Oral Oncology (formerly known as European Journal of Cancer. Part B: Oral Oncology)
2276,0885-8969,10089,IEEE Transactions on Energy Conversion
2276,1097-0207,2982,International Journal for Numerical Methods in Engineering
2273,0939-6411,2183,European Journal of Pharmaceutics and Biopharmaceutics
2271,1875-3892,19937,Physics Procedia
2270,0262-8856,2812,Image and Vision Computing
2263,1360-1385,6699,Trends in Plant Science
2254,0022-4405,4287,Journal of School Psychology
2250,0166-2236,6696,Trends in Neurosciences
2249,1469-8137,5191,New Phytologist
2248,0013-1954,1938,Educational Studies in Mathematics
2246,0893-6080,5116,Neural Networks
2243,0167-6105,4476,Journal of Wind Engineering and Industrial Aerodynamics
2236,1469-7645,7076,Journal of Fluid Mechanics
2232,1386-9477,5542,Physica E: Low-dimensional Systems and Nanostructures
2222,0001-4966,4374,Journal of the Acoustical Society of America (ASA)
2217,1364-6613,6688,Trends in Cognitive Sciences
2216,0920-4741,6824,Water Resources Management
2214,0265-671X,3181,International Journal of Quality & Reliability Management (incorporating International Journal of Quality Science)
2212,0954-6111,5991,Respiratory Medicine (formerly known as British Journal of Diseases of the Chest)
2211,0043-1648,6831,Wear
2209,0163-7258,5507,"Pharmacology & Therapeutics (incorporating Pharmacology & Therapeutics. Part A: Chemotherapy, Toxicology and Metabolic Inhibitors and Pharmacology & Therapeutics. Part B: General and Systematic Pharmacology)"
2208,1063-4584,5376,Osteoarthritis and Cartilage
2207,0360-5302,10751,Communications in Partial Differential Equations
2205,0005-2728,801,Biochimica et Biophysica Acta (BBA) - Bioenergetics (incorporating Biochimica et Biophysica Acta (BBA) - Reviews on Bioenergetics) (formerly part of Biochimica et Biophysica Acta (BBA) - Biophysics including Photosynthesis)
2198,0362-546X,5214,Nonlinear Analysis
2198,1365-294X,4984,Molecular Ecology
2191,0024-3205,4630,Life Sciences
2187,0007-8506,18339,CIRP Annals - Manufacturing Technology
2186,0379-6779,6493,Synthetic Metals
2182,0003-9861,580,Archives of Biochemistry and Biophysics
2181,1350-6307,2016,Engineering Failure Analysis
2181,0378-1135,6771,Veterinary Microbiology
2180,0142-0615,3056,International Journal of Electrical Power & Energy Systems
2179,0143-1161,3191,International Journal of Remote Sensing (formerly Remote Sensing Reviews)
2178,1462-0332,6054,Rheumatology
2177,0302-2838,2240,European Urology
2171,0925-2312,5123,Neurocomputing
2169,0049-3848,6614,Thrombosis Research
2168,1467-6486,3975,Journal of Management Studies
2161,1365-2141,947,British Journal of Haematology
2157,0263-2373,2218,European Management Journal
2157,0924-9338,2228,European Psychiatry
2153,0895-7959,3091,High Pressure Research
2147,0168-8227,1753,Diabetes Research and Clinical Practice
2147,1388-2481,1954,Electrochemistry Communications
2145,1460-2083,2741,Human Molecular Genetics
2143,0268-0033,1262,Clinical Biomechanics
2142,1097-0290,879,Biotechnology and Bioengineering
2141,1365-2168,963,British Journal of Surgery (incorporates European Journal of Surgery)
2140,0261-5614,1283,Clinical Nutrition
2134,0166-3615,1486,Computers in Industry
2133,1094-6977,10131,"IEEE Transactions on Systems, Man and Cybernetics, Part C"
2131,0724-8741,5501,Pharmaceutical Research
2129,1089-7658,4002,Journal of Mathematical Physics (AIP)
2129,0149-7634,5149,Neuroscience & Biobehavioral Reviews (formerly known as Biobehavioral Reviews)
2122,0161-8938,4186,Journal of Policy Modeling
2115,1098-2736,4266,Journal of Research in Science Teaching
2112,0921-5107,4771,Materials Science and Engineering B (formerly part of Materials Science and Engineering)
2112,0295-5075,18600,EPL (Europhysics Letters)
2103,0022-5223,9244,"Journal of Thoracic and Cardiovascular Surgery, The"
2097,0966-6923,4445,Journal of Transport Geography
2095,0896-6273,7207,Neuron
2090,0378-3839,1314,Coastal Engineering
2086,0300-483X,6640,Toxicology
2082,1399-3054,5579,Physiologia Plantarum
2079,0145-2126,4609,Leukemia Research
2077,0885-8977,10117,IEEE Transactions on Power Delivery
2075,0950-7051,4513,Knowledge-Based Systems
2066,0749-3797,319,American Journal of Preventive Medicine
2065,1369-5266,1661,Current Opinion in Plant Biology
2065,1469-0691,1245,Clinical Microbiology and Infection
2062,0167-739X,2443,Future Generation Computer Systems
2061,0921-8181,2541,Global and Planetary Change
2058,1466-8564,2900,Innovative Food Science & Emerging Technologies
2057,0193-3973,3436,Journal of Applied Developmental Psychology
2052,0378-4290,2330,Field Crops Research
2050,0964-8305,2953,International Biodeterioration & Biodegradation (formerly known as International Biodeterioration)
2049,0939-4753,19837,"Nutrition, Metabolism and Cardiovascular Diseases"
2048,1045-9243,10009,IEEE Antennas and Propagation Magazine
2042,0165-1684,6236,Signal Processing
2032,0393-0440,3829,Journal of Geometry and Physics
2028,0022-4359,4271,Journal of Retailing
2027,0885-2006,1841,Early Childhood Research Quarterly
2026,1468-5965,3593,Journal of Common Market Studies
2025,1359-6446,1823,"Drug Discovery Today (incorporating Drug Discovery Today: TARGETS, Drug Discovery Today: BIOSILICO and Pharmaceutical Science & Technology Today)"
2024,0930-2794,6475,Surgical Endoscopy
2022,0009-2541,1149,Chemical Geology (incorporating Chemical Geology: Isotope Geoscience section)
2020,1041-6080,4584,Learning and Individual Differences
2012,1522-2675,2653,Helvetica Chimica Acta
2010,0260-6917,5270,Nurse Education Today
2010,0020-7543,3171,International Journal of Production Research
2007,0010-0277,1318,Cognition
2006,0278-5846,5737,Progress in Neuro-Psychopharmacology and Biological Psychiatry (formerly known as Progress in Neuro-Psychopharmacology)
2004,1386-5056,3135,International Journal of Medical Informatics (formerly known as International Journal of Bio-Medical Computing)
2000,1939-2176,10224,Journal of Educational Psychology
1996,0041-008X,6641,Toxicology and Applied Pharmacology
1993,0965-8564,6676,Transportation Research Part A: Policy and Practice (formerly known as Transportation Research Part A: General)
1993,1367-2630,7135,New Journal of Physics
1992,1477-5131,11350,Journal of Pediatric Urology
1989,0950-3293,2395,Food Quality and Preference
1985,1365-1609,3197,International Journal of Rock Mechanics and Mining Sciences (formerly known as International Journal of Rock Mechanics and Mining Sciences & Geomechanics Abstracts)
1979,1040-8436,10794,Critical Reviews in Solid State and Material Sciences
1974,1438-2377,2122,European Food Research and Technology (formerly Zeitschrift fur Lebensmittel-Untersuchung und -Forschung A)
1970,0168-9525,6692,Trends in Genetics
1970,0268-3768,2993,International Journal of Advanced Manufacturing Technology
1965,0093-3813,10116,IEEE Transactions on Plasma Science
1964,1050-6411,3717,Journal of Electromyography and Kinesiology
1958,0955-0674,1637,Current Opinion in Cell Biology
1957,0143-974X,3624,Journal of Constructional Steel Research
1955,0093-691X,6604,Theriogenology
1950,0300-9440,5741,Progress in Organic Coatings
1949,0046-8177,2744,Human Pathology
1949,0165-0270,4082,Journal of Neuroscience Methods
1946,0026-9247,5005,Monatshefte fur Chemie / Chemical Monthly
1938,1053-4822,2754,Human Resource Management Review
1935,0143-7208,1828,Dyes and Pigments
1933,1071-5819,3095,International Journal of Human-Computer Studies (Incorporating Knowledge Acquisition) (Formerly known as International Journal of Man-Machine Studies)
1930,1077-3142,1463,Computer Vision and Image Understanding (formerly CVGIP: Image Understanding)
1928,0031-921X,11648,"Physics Teacher (AAPT), The"
1928,0165-2370,3425,Journal of Analytical and Applied Pyrolysis
1928,1471-6771,890,BJA: British Journal of Anaesthesia
1928,1755-3245,18275,Cardiovascular Research
1925,1877-7058,19990,Procedia Engineering
1921,0901-5027,3151,International Journal of Oral and Maxillofacial Surgery (formerly known as International Journal of Oral Surgery)
1915,0168-9274,527,Applied Numerical Mathematics
1913,0278-4343,1532,Continental Shelf Research
1911,0266-352X,1482,Computers and Geotechnics
1911,0021-8502,3399,Journal of Aerosol Science
1910,1089-7666,5573,Physics of Fluids (AIP) (formerly Physics of Fluids A)
1910,0169-5002,4679,Lung Cancer
1910,1365-2966,5013,Monthly Notices of the Royal Astronomical Society
1906,1098-237X,6163,Science Education
1905,0141-1926,934,British Educational Research Journal
1902,0924-3453,11755,School Effectiveness and School Improvement
1900,1462-9011,2064,Environmental Science & Policy
1898,0895-4356,3564,Journal of Clinical Epidemiology (formerly known as Journal of Chronic Diseases)
1890,1097-0231,5892,Rapid Communications in Mass Spectrometry
1887,0360-1285,5733,Progress in Energy and Combustion Science
1875,0166-0934,4467,Journal of Virological Methods
1872,0167-4889,808,Biochimica et Biophysica Acta (BBA) - Molecular Cell Research
1870,1471-4159,4073,Journal of Neurochemistry
1869,1874-3919,14061,Journal of Proteomics (formerly known as Journal of Biochemical and Biophysical Methods)
1862,0928-0987,2182,European Journal of Pharmaceutical Sciences (incorporating Pharmaceutica Acta Helvetiae)
1860,0010-2180,1353,Combustion and Flame
1860,0740-624X,2564,Government Information Quarterly (incorporating Journal of Government Information)
1858,0149-2918,1304,Clinical Therapeutics
1855,0951-354X,3054,"International Journal of Educational Management, The"
1851,0003-3022,375,Anesthesiology
1848,0099-1333,3384,"Journal of Academic Librarianship, The"
1843,0014-4886,2277,Experimental Neurology (Incorporating Neurodegeneration)
1842,1742-3406,11709,Radiation Protection Dosimetry
1839,0969-6989,4273,Journal of Retailing and Consumer Services
1838,1072-7515,4382,Journal of the American College of Surgeons
1838,1531-8249,424,Annals of Neurology
1835,0377-8401,382,Animal Feed Science and Technology
1834,0028-3908,5136,Neuropharmacology (formerly International Journal of Neuropharmacology)
1832,0093-934X,920,Brain and Language
1825,1525-5050,2075,Epilepsy and Behavior
1825,0167-8116,3192,International Journal of Research in Marketing
1824,0896-8446,4359,"Journal of Supercritical Fluids, The"
